1,2,3,4,5,6
-2.01769119263094,1.38857577349203,3.81858381866943,1.30991480068599,0.218844586989129,1.62972650276325
-1.10775073232424,0.403517683826392,-0.171565041963671,-3.00707546978906,-4.26384373276084,-4.84776703283487
-1.15600249821431,0.849052364189515,2.89079230048166,1.69424670153515,1.66245477767893,0.382844564635262
-0.0283425108691952,-0.400614880160842,-2.04320674175755,-4.63527087382997,-1.40380344717322,-6.84257609939348
-0.484584158250168,-2.23960058624628,-6.92820184767591,-18.3613237821434,-18.5947262589832,-22.2098368802866
-0.06455963932614,-0.168129128398117,-0.323882890250971,-2.05055347410691,-1.99766461538759,-2.74487003871909
1.69934410939673,1.80141425994857,3.90228304410287,17.6162849639361,17.2349232379912,21.5022625577838
-0.634663806110018,-2.67139966055269,-8.51507070009251,-20.2622599236522,-19.8971459066576,-22.1098440079606
0.512574790232978,-1.28443111059277,-4.69680055803714,-6.76200416690383,-7.68237154964164,-8.71775309425937
0.244637456368881,2.25545763803323,7.63943435724777,17.8759848189254,17.7746211871513,21.2587942277444
-2.15486938399258,1.57693927349384,3.57336680548252,2.58931855397092,2.17434002790496,4.3377360110664
1.3955479373863,1.04216167241115,0.733869101886266,9.56262665245981,9.5106874326628,10.8537684728604
1.56194029482886,-1.97030822470132,-5.50325603395223,-8.27028262334502,-10.1944533227853,-11.0958026256873
0.825037193713112,0.704295858480389,2.08017475363784,9.54994477567843,9.32793410604001,10.9102733431303
0.401378285121677,0.432649809300835,3.49338688267981,5.63826919168883,4.15347072943466,7.20904978083214
0.412669072649074,0.350339861181448,0.389587175734633,2.75112109700386,4.92243675684254,3.47287310687025
-0.175337056679073,-0.421883575630691,-1.63346024334146,-3.36988163098353,-2.8869329606241,-3.06634778009295
-0.0332632539401825,-0.305732395857605,-0.30487789921044,-3.37005208396962,-3.89475359920849,-4.45137457706814
1.16585314843396,0.473584412256282,0.14241095515385,6.27628838365701,6.06221686585087,8.57927840497513
-1.27412647337461,0.663778355800367,4.29841486431043,2.23094795068037,1.3803669315575,1.56706326854946
-1.63125769868018,0.604188378871652,2.33870509804854,-2.91349812469242,-2.53140517862156,-3.0859827042635
